Item_Type,Item_MRP,Outlet_Identifier,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
Soft Drinks,154.3972,OUT019,Tier 1,Grocery Store,311.5944
Snack Foods,183.7924,OUT045,Tier 2,Supermarket Type1,2591.2936
Meat,157.9946,OUT013,Tier 3,Supermarket Type1,3313.6866
Fruits and Vegetables,216.0192,OUT049,Tier 1,Supermarket Type1,2588.6304
Health and Hygiene,189.2214,OUT049,Tier 1,Supermarket Type1,3956.8494
Frozen Foods,143.2812,OUT035,Tier 2,Supermarket Type1,3277.0676
Frozen Foods,100.5016,OUT035,Tier 2,Supermarket Type1,1315.6208
Snack Foods,109.8544,OUT010,Tier 3,Grocery Store,223.7088
Household,75.5354,OUT019,Tier 1,Grocery Store,150.4708
Breads,225.3088,OUT035,Tier 2,Supermarket Type1,5816.4288
Fruits and Vegetables,111.6886,OUT049,Tier 1,Supermarket Type1,1556.6404
Canned,249.1092,OUT027,Tier 3,Supermarket Type3,8217.3036
Snack Foods,174.437,OUT013,Tier 3,Supermarket Type1,1587.933
Frozen Foods,33.6558,OUT018,Tier 3,Supermarket Type2,203.7348
Meat,96.9094,OUT017,Tier 2,Supermarket Type1,952.094
Snack Foods,153.1998,OUT045,Tier 2,Supermarket Type1,1537.998
Starchy Foods,46.706,OUT018,Tier 3,Supermarket Type2,699.09
Household,34.9874,OUT045,Tier 2,Supermarket Type1,247.0118
Baking Goods,262.9568,OUT013,Tier 3,Supermarket Type1,1845.5976
Snack Foods,85.025,OUT049,Tier 1,Supermarket Type1,2080.625
Fruits and Vegetables,78.4328,OUT013,Tier 3,Supermarket Type1,1158.492
Canned,185.9266,OUT017,Tier 2,Supermarket Type1,4610.665
Fruits and Vegetables,142.9154,OUT049,Tier 1,Supermarket Type1,3261.7542
Dairy,228.5668,OUT013,Tier 3,Supermarket Type1,1151.834
Frozen Foods,192.682,OUT045,Tier 2,Supermarket Type1,3861.64
Hard Drinks,178.366,OUT017,Tier 2,Supermarket Type1,4314.384
Snack Foods,249.0092,OUT049,Tier 1,Supermarket Type1,2988.1104
Snack Foods,196.511,OUT045,Tier 2,Supermarket Type1,4713.864
Seafood,151.005,OUT019,Tier 1,Grocery Store,149.805
Snack Foods,161.1578,OUT035,Tier 2,Supermarket Type1,4011.445
Dairy,220.1482,OUT018,Tier 3,Supermarket Type2,4600.0122
Frozen Foods,182.5266,OUT027,Tier 3,Supermarket Type3,6454.931
Fruits and Vegetables,196.6768,OUT046,Tier 1,Supermarket Type1,2759.0752
Dairy,263.7884,OUT013,Tier 3,Supermarket Type1,5564.7564
Snack Foods,226.5694,OUT010,Tier 3,Grocery Store,913.4776
Fruits and Vegetables,246.8144,OUT035,Tier 2,Supermarket Type1,2450.144
Fruits and Vegetables,88.4856,OUT013,Tier 3,Supermarket Type1,1406.1696
Meat,250.1408,OUT035,Tier 2,Supermarket Type1,4005.4528
Snack Foods,106.6254,OUT017,Tier 2,Supermarket Type1,325.5762
Fruits and Vegetables,119.8414,OUT045,Tier 2,Supermarket Type1,1340.2554
Health and Hygiene,95.141,OUT027,Tier 3,Supermarket Type3,2510.066
Health and Hygiene,118.344,OUT049,Tier 1,Supermarket Type1,1797.66
Meat,87.7172,OUT017,Tier 2,Supermarket Type1,802.9548
Snack Foods,177.4344,OUT017,Tier 2,Supermarket Type1,1962.7784
Household,245.4802,OUT013,Tier 3,Supermarket Type1,3193.8426
Health and Hygiene,48.8034,OUT045,Tier 2,Supermarket Type1,777.6544
Soft Drinks,184.3924,OUT010,Tier 3,Grocery Store,370.1848
Hard Drinks,37.9532,OUT013,Tier 3,Supermarket Type1,826.9236
Snack Foods,229.3694,OUT018,Tier 3,Supermarket Type2,5024.1268
Baking Goods,93.4804,OUT018,Tier 3,Supermarket Type2,1102.5648
Meat,130.7942,OUT027,Tier 3,Supermarket Type3,3047.3666
Snack Foods,86.8514,OUT019,Tier 1,Grocery Store,354.2056
Hard Drinks,157.0946,OUT035,Tier 2,Supermarket Type1,2209.1244
Snack Foods,120.4756,OUT017,Tier 2,Supermarket Type1,1938.8096
Canned,142.047,OUT046,Tier 1,Supermarket Type1,3149.234
Breads,63.1826,OUT013,Tier 3,Supermarket Type1,2002.0606
Soft Drinks,183.1634,OUT046,Tier 1,Supermarket Type1,5634.6654
Hard Drinks,252.8382,OUT046,Tier 1,Supermarket Type1,6308.455
Health and Hygiene,35.2532,OUT027,Tier 3,Supermarket Type3,970.7364
Breads,263.1594,OUT049,Tier 1,Supermarket Type1,2616.594
Baking Goods,172.6422,OUT019,Tier 1,Grocery Store,344.8844
Household,208.4954,OUT027,Tier 3,Supermarket Type3,3751.1172
Fruits and Vegetables,173.808,OUT017,Tier 2,Supermarket Type1,1211.756
Snack Foods,159.3262,OUT035,Tier 2,Supermarket Type1,2864.2716
Frozen Foods,73.1038,OUT045,Tier 2,Supermarket Type1,886.8456
Health and Hygiene,128.6994,OUT018,Tier 3,Supermarket Type2,2441.4886
Canned,248.6408,OUT013,Tier 3,Supermarket Type1,3504.7712
Breads,256.3988,OUT019,Tier 1,Grocery Store,256.9988
Snack Foods,107.5254,OUT045,Tier 2,Supermarket Type1,325.5762
Others,183.7608,OUT049,Tier 1,Supermarket Type1,4777.7808
Snack Foods,188.3898,OUT027,Tier 3,Supermarket Type3,5238.5144
Breads,222.1088,OUT017,Tier 2,Supermarket Type1,4026.7584
Health and Hygiene,47.1034,OUT019,Tier 1,Grocery Store,145.8102
Household,98.141,OUT010,Tier 3,Grocery Store,386.164
Fruits and Vegetables,84.3882,OUT046,Tier 1,Supermarket Type1,1116.5466
Household,33.39,OUT010,Tier 3,Grocery Store,33.29
Snack Foods,47.0402,OUT035,Tier 2,Supermarket Type1,1470.0864
Meat,140.318,OUT019,Tier 1,Grocery Store,139.818
Dairy,44.2744,OUT019,Tier 1,Grocery Store,90.5488
Canned,152.934,OUT045,Tier 2,Supermarket Type1,2450.144
Others,189.553,OUT019,Tier 1,Grocery Store,379.506
Others,100.1016,OUT013,Tier 3,Supermarket Type1,2125.2336
Fruits and Vegetables,172.908,OUT049,Tier 1,Supermarket Type1,6231.888
Soft Drinks,31.49,OUT013,Tier 3,Supermarket Type1,466.06
Soft Drinks,44.4086,OUT045,Tier 2,Supermarket Type1,1159.8236
Fruits and Vegetables,164.75,OUT017,Tier 2,Supermarket Type1,1498.05
Dairy,156.5288,OUT035,Tier 2,Supermarket Type1,2356.932
Others,165.2526,OUT049,Tier 1,Supermarket Type1,3946.8624
Fruits and Vegetables,46.8034,OUT017,Tier 2,Supermarket Type1,923.4646
Fruits and Vegetables,97.141,OUT013,Tier 3,Supermarket Type1,2799.689
Health and Hygiene,126.1704,OUT018,Tier 3,Supermarket Type2,1877.556
Fruits and Vegetables,111.0544,OUT010,Tier 3,Grocery Store,223.7088
Fruits and Vegetables,114.4518,OUT017,Tier 2,Supermarket Type1,2390.8878
Breads,84.2908,OUT013,Tier 3,Supermarket Type1,755.0172
Household,57.1614,OUT013,Tier 3,Supermarket Type1,331.5684
Soft Drinks,74.0696,OUT046,Tier 1,Supermarket Type1,1416.8224
Breads,44.0402,OUT035,Tier 2,Supermarket Type1,597.2226
Snack Foods,196.2136,OUT017,Tier 2,Supermarket Type1,1944.136
Household,193.1136,OUT035,Tier 2,Supermarket Type1,2332.9632
Snack Foods,258.8304,OUT049,Tier 1,Supermarket Type1,5424.9384
Others,79.2618,OUT018,Tier 3,Supermarket Type2,966.7416
Canned,169.879,OUT019,Tier 1,Grocery Store,339.558
Baking Goods,157.0288,OUT046,Tier 1,Supermarket Type1,2199.8032
Dairy,60.9562,OUT017,Tier 2,Supermarket Type1,533.3058
Health and Hygiene,40.348,OUT019,Tier 1,Grocery Store,79.896
Snack Foods,187.3872,OUT027,Tier 3,Supermarket Type3,2836.308
Dairy,168.1158,OUT035,Tier 2,Supermarket Type1,2005.3896
Frozen Foods,254.7698,OUT049,Tier 1,Supermarket Type1,5073.396
Dairy,120.1782,OUT019,Tier 1,Grocery Store,357.5346
Frozen Foods,46.2376,OUT027,Tier 3,Supermarket Type3,814.9392
Meat,98.1042,OUT027,Tier 3,Supermarket Type3,2777.7176
Seafood,34.2216,OUT019,Tier 1,Grocery Store,173.108
Fruits and Vegetables,216.1166,OUT035,Tier 2,Supermarket Type1,5007.4818
Dairy,110.5886,OUT046,Tier 1,Supermarket Type1,1556.6404
Others,55.6614,OUT045,Tier 2,Supermarket Type1,1049.9666
Frozen Foods,151.8708,OUT017,Tier 2,Supermarket Type1,1655.1788
Household,118.6782,OUT017,Tier 2,Supermarket Type1,2502.7422
Fruits and Vegetables,89.8856,OUT018,Tier 3,Supermarket Type2,1406.1696
Snack Foods,249.7092,OUT017,Tier 2,Supermarket Type1,7719.2852
Snack Foods,214.885,OUT027,Tier 3,Supermarket Type3,4976.855
Hard Drinks,188.7872,OUT013,Tier 3,Supermarket Type1,1701.7848
Dairy,141.8128,OUT010,Tier 3,Grocery Store,143.8128
Frozen Foods,157.063,OUT019,Tier 1,Grocery Store,312.926
Canned,160.7894,OUT017,Tier 2,Supermarket Type1,3235.788
Soft Drinks,160.5236,OUT045,Tier 2,Supermarket Type1,2094.6068
Fruits and Vegetables,109.7254,OUT018,Tier 3,Supermarket Type2,651.1524
Meat,212.4586,OUT046,Tier 1,Supermarket Type1,3799.0548
Household,172.1422,OUT027,Tier 3,Supermarket Type3,5000.8238
Snack Foods,100.67,OUT019,Tier 1,Grocery Store,399.48
Baking Goods,147.1444,OUT045,Tier 2,Supermarket Type1,870.8664
Soft Drinks,241.8512,OUT010,Tier 3,Grocery Store,484.7024
Frozen Foods,262.1278,OUT049,Tier 1,Supermarket Type1,3904.917
Dairy,85.054,OUT017,Tier 2,Supermarket Type1,1731.08
Frozen Foods,226.0062,OUT049,Tier 1,Supermarket Type1,1805.6496
Breads,127.0994,OUT046,Tier 1,Supermarket Type1,1927.491
Frozen Foods,145.8418,OUT035,Tier 2,Supermarket Type1,5591.3884
Seafood,173.5764,OUT018,Tier 3,Supermarket Type2,2061.3168
Others,140.3154,OUT018,Tier 3,Supermarket Type2,1843.6002
Health and Hygiene,110.4544,OUT027,Tier 3,Supermarket Type3,4250.4672
Fruits and Vegetables,257.0988,OUT049,Tier 1,Supermarket Type1,6424.97
Snack Foods,120.8756,OUT045,Tier 2,Supermarket Type1,1575.2828
Household,230.2668,OUT027,Tier 3,Supermarket Type3,8062.838
Snack Foods,148.5734,OUT017,Tier 2,Supermarket Type1,1336.2606
Meat,242.2512,OUT010,Tier 3,Grocery Store,484.7024
Breads,131.531,OUT049,Tier 1,Supermarket Type1,2466.789
Soft Drinks,164.2526,OUT049,Tier 1,Supermarket Type1,1315.6208
Others,144.047,OUT046,Tier 1,Supermarket Type1,286.294
Hard Drinks,115.7834,OUT035,Tier 2,Supermarket Type1,2073.3012
Household,191.482,OUT046,Tier 1,Supermarket Type1,5020.132
Canned,177.0686,OUT018,Tier 3,Supermarket Type2,1422.1488
Fruits and Vegetables,232.3958,OUT017,Tier 2,Supermarket Type1,6076.0908
Others,254.904,OUT046,Tier 1,Supermarket Type1,4048.064
Frozen Foods,93.7804,OUT013,Tier 3,Supermarket Type1,2848.2924
Canned,107.728,OUT046,Tier 1,Supermarket Type1,2024.032
Canned,50.5324,OUT013,Tier 3,Supermarket Type1,882.8508
Household,125.8046,OUT019,Tier 1,Grocery Store,249.0092
Canned,42.0454,OUT049,Tier 1,Supermarket Type1,377.5086
Meat,106.4596,OUT010,Tier 3,Grocery Store,215.7192
Fruits and Vegetables,140.3838,OUT049,Tier 1,Supermarket Type1,1404.838
Fruits and Vegetables,111.3228,OUT049,Tier 1,Supermarket Type1,1436.7964
Baking Goods,189.6214,OUT017,Tier 2,Supermarket Type1,2826.321
Snack Foods,238.2248,OUT049,Tier 1,Supermarket Type1,3555.372
Fruits and Vegetables,91.083,OUT046,Tier 1,Supermarket Type1,539.298
Household,115.2176,OUT027,Tier 3,Supermarket Type3,1030.6584
Household,257.8962,OUT017,Tier 2,Supermarket Type1,4402.9354
Fruits and Vegetables,115.7176,OUT017,Tier 2,Supermarket Type1,1717.764
Starchy Foods,165.9526,OUT049,Tier 1,Supermarket Type1,1644.526
Health and Hygiene,232.83,OUT045,Tier 2,Supermarket Type1,1398.18
Health and Hygiene,142.9154,OUT035,Tier 2,Supermarket Type1,992.7078
Baking Goods,172.0422,OUT049,Tier 1,Supermarket Type1,3966.1706
Snack Foods,251.9724,OUT046,Tier 1,Supermarket Type1,3523.4136
Hard Drinks,125.4388,OUT035,Tier 2,Supermarket Type1,3715.164
Frozen Foods,50.8666,OUT017,Tier 2,Supermarket Type1,871.5322
Health and Hygiene,84.9224,OUT045,Tier 2,Supermarket Type1,1619.2256
Household,116.6124,OUT027,Tier 3,Supermarket Type3,3199.8348
Soft Drinks,144.4444,OUT045,Tier 2,Supermarket Type1,3628.61
Dairy,57.7272,OUT035,Tier 2,Supermarket Type1,503.3448
Frozen Foods,246.2144,OUT018,Tier 3,Supermarket Type2,3675.216
Baking Goods,121.9388,OUT046,Tier 1,Supermarket Type1,3219.8088
Snack Foods,132.9626,OUT046,Tier 1,Supermarket Type1,1967.439
Dairy,179.5344,OUT013,Tier 3,Supermarket Type1,4103.9912
Fruits and Vegetables,195.5478,OUT045,Tier 2,Supermarket Type1,3874.956
Breads,103.1648,OUT027,Tier 3,Supermarket Type3,1973.4312
Breads,257.4988,OUT018,Tier 3,Supermarket Type2,3083.9856
Canned,153.8314,OUT010,Tier 3,Grocery Store,155.1314
Fruits and Vegetables,234.9958,OUT013,Tier 3,Supermarket Type1,5842.395
Household,107.7622,OUT010,Tier 3,Grocery Store,105.8622
Soft Drinks,191.6188,OUT035,Tier 2,Supermarket Type1,2475.4444
Breads,120.7098,OUT027,Tier 3,Supermarket Type3,3735.8038
Household,199.9084,OUT046,Tier 1,Supermarket Type1,2380.9008
Meat,195.411,OUT045,Tier 2,Supermarket Type1,2749.754
Frozen Foods,148.005,OUT018,Tier 3,Supermarket Type2,898.83
Health and Hygiene,176.1028,OUT013,Tier 3,Supermarket Type1,1948.1308
Household,121.6098,OUT045,Tier 2,Supermarket Type1,2410.196
Dairy,262.2568,OUT017,Tier 2,Supermarket Type1,3954.852
Meat,220.8798,OUT027,Tier 3,Supermarket Type3,6170.6344
Household,179.6976,OUT017,Tier 2,Supermarket Type1,5070.7328
Fruits and Vegetables,111.6544,OUT019,Tier 1,Grocery Store,335.5632
Snack Foods,258.062,OUT018,Tier 3,Supermarket Type2,2856.282
Snack Foods,211.0612,OUT019,Tier 1,Grocery Store,418.1224
Fruits and Vegetables,189.053,OUT045,Tier 2,Supermarket Type1,5313.084
Snack Foods,228.4352,OUT017,Tier 2,Supermarket Type1,8245.2672
Canned,50.6982,OUT049,Tier 1,Supermarket Type1,736.3748
Snack Foods,155.2972,OUT049,Tier 1,Supermarket Type1,3583.3356
Meat,213.456,OUT018,Tier 3,Supermarket Type2,2556.672
Frozen Foods,165.121,OUT035,Tier 2,Supermarket Type1,2936.178
Baking Goods,198.011,OUT019,Tier 1,Grocery Store,392.822
Fruits and Vegetables,173.8054,OUT017,Tier 2,Supermarket Type1,2801.6864
Household,196.5084,OUT019,Tier 1,Grocery Store,198.4084
Hard Drinks,77.0012,OUT017,Tier 2,Supermarket Type1,2277.036
Baking Goods,265.5568,OUT035,Tier 2,Supermarket Type1,4482.1656
Household,196.911,OUT010,Tier 3,Grocery Store,392.822
Household,114.186,OUT027,Tier 3,Supermarket Type3,1924.162
Starchy Foods,184.1924,OUT019,Tier 1,Grocery Store,185.0924
Fruits and Vegetables,39.9506,OUT017,Tier 2,Supermarket Type1,872.8638
Canned,216.7824,OUT010,Tier 3,Grocery Store,436.7648
Health and Hygiene,132.7626,OUT035,Tier 2,Supermarket Type1,2885.5772
Snack Foods,120.8756,OUT049,Tier 1,Supermarket Type1,1454.1072
Baking Goods,54.5956,OUT046,Tier 1,Supermarket Type1,1037.3164
Soft Drinks,41.3112,OUT017,Tier 2,Supermarket Type1,255.6672
Frozen Foods,130.531,OUT027,Tier 3,Supermarket Type3,5582.733
Breakfast,101.1332,OUT018,Tier 3,Supermarket Type2,1332.9316
Health and Hygiene,131.331,OUT017,Tier 2,Supermarket Type1,3635.268
Seafood,172.0764,OUT013,Tier 3,Supermarket Type1,2748.4224
Meat,165.7842,OUT017,Tier 2,Supermarket Type1,1823.6262
Household,100.37,OUT017,Tier 2,Supermarket Type1,1298.31
Health and Hygiene,177.9028,OUT018,Tier 3,Supermarket Type2,1416.8224
Meat,189.3846,OUT013,Tier 3,Supermarket Type1,4777.115
Snack Foods,115.8834,OUT017,Tier 2,Supermarket Type1,1036.6506
Household,34.719,OUT049,Tier 1,Supermarket Type1,768.999
Dairy,193.0794,OUT019,Tier 1,Grocery Store,975.397
Frozen Foods,119.9124,OUT035,Tier 2,Supermarket Type1,948.0992
Frozen Foods,231.8668,OUT010,Tier 3,Grocery Store,230.3668
Health and Hygiene,125.7362,OUT013,Tier 3,Supermarket Type1,3020.0688
Fruits and Vegetables,226.3036,OUT046,Tier 1,Supermarket Type1,910.8144
Canned,219.7798,OUT049,Tier 1,Supermarket Type1,2644.5576
Health and Hygiene,151.5682,OUT035,Tier 2,Supermarket Type1,1982.0866
Health and Hygiene,64.2168,OUT027,Tier 3,Supermarket Type3,1278.336
Frozen Foods,147.976,OUT018,Tier 3,Supermarket Type2,732.38
Snack Foods,196.7084,OUT049,Tier 1,Supermarket Type1,3174.5344
Health and Hygiene,65.4168,OUT010,Tier 3,Grocery Store,127.8336
Snack Foods,121.0072,OUT027,Tier 3,Supermarket Type3,2940.1728
Fruits and Vegetables,145.1444,OUT027,Tier 3,Supermarket Type3,3918.8988
Health and Hygiene,237.988,OUT046,Tier 1,Supermarket Type1,7190.64
Breads,84.5566,OUT019,Tier 1,Grocery Store,253.6698
Fruits and Vegetables,95.4436,OUT018,Tier 3,Supermarket Type2,567.2616
Dairy,105.9306,OUT019,Tier 1,Grocery Store,209.0612
Soft Drinks,45.106,OUT049,Tier 1,Supermarket Type1,1398.18
Snack Foods,131.0284,OUT019,Tier 1,Grocery Store,131.8284
Meat,109.1938,OUT027,Tier 3,Supermarket Type3,2036.6822
Snack Foods,78.8302,OUT017,Tier 2,Supermarket Type1,713.0718
Snack Foods,37.1874,OUT046,Tier 1,Supermarket Type1,247.0118
Baking Goods,108.9596,OUT049,Tier 1,Supermarket Type1,539.298
Snack Foods,113.4544,OUT046,Tier 1,Supermarket Type1,2908.2144
Fruits and Vegetables,61.851,OUT035,Tier 2,Supermarket Type1,1454.773
Fruits and Vegetables,150.4366,OUT019,Tier 1,Grocery Store,151.1366
Meat,62.7194,OUT027,Tier 3,Supermarket Type3,1857.582
Health and Hygiene,190.0214,OUT045,Tier 2,Supermarket Type1,2449.4782
Canned,60.2904,OUT010,Tier 3,Grocery Store,117.1808
Canned,84.2224,OUT046,Tier 1,Supermarket Type1,852.224
Canned,179.0686,OUT017,Tier 2,Supermarket Type1,5688.5952
Household,84.625,OUT045,Tier 2,Supermarket Type1,2496.75
Frozen Foods,61.351,OUT045,Tier 2,Supermarket Type1,822.263
Hard Drinks,47.306,OUT017,Tier 2,Supermarket Type1,652.484
Baking Goods,119.8124,OUT049,Tier 1,Supermarket Type1,1896.1984
Fruits and Vegetables,59.1246,OUT018,Tier 3,Supermarket Type2,753.0198
Snack Foods,212.1902,OUT019,Tier 1,Grocery Store,424.7804
Snack Foods,146.2076,OUT017,Tier 2,Supermarket Type1,2364.9216
Canned,142.0838,OUT019,Tier 1,Grocery Store,280.9676
Household,191.5504,OUT027,Tier 3,Supermarket Type3,5944.2624
Starchy Foods,128.102,OUT035,Tier 2,Supermarket Type1,885.514
Frozen Foods,115.7176,OUT013,Tier 3,Supermarket Type1,1374.2112
Fruits and Vegetables,80.8276,OUT017,Tier 2,Supermarket Type1,1868.2348
Fruits and Vegetables,80.8592,OUT010,Tier 3,Grocery Store,82.5592
Snack Foods,248.8092,OUT027,Tier 3,Supermarket Type3,6474.2392
Snack Foods,218.5798,OUT046,Tier 1,Supermarket Type1,4407.596
Others,166.1526,OUT035,Tier 2,Supermarket Type1,2466.789
Health and Hygiene,36.2216,OUT018,Tier 3,Supermarket Type2,346.216
Baking Goods,188.224,OUT046,Tier 1,Supermarket Type1,5779.144
Meat,213.356,OUT049,Tier 1,Supermarket Type1,3835.008
Breads,89.1856,OUT013,Tier 3,Supermarket Type1,1581.9408
Dairy,172.4106,OUT045,Tier 2,Supermarket Type1,2908.8802
Household,139.8496,OUT018,Tier 3,Supermarket Type2,1270.3464
Health and Hygiene,233.03,OUT018,Tier 3,Supermarket Type2,5592.72
Baking Goods,89.6856,OUT046,Tier 1,Supermarket Type1,878.856
Dairy,89.3856,OUT013,Tier 3,Supermarket Type1,1318.284
Household,37.4822,OUT027,Tier 3,Supermarket Type3,942.7728
Fruits and Vegetables,172.6764,OUT049,Tier 1,Supermarket Type1,2061.3168
Breads,228.2036,OUT046,Tier 1,Supermarket Type1,4781.7756
Dairy,210.5244,OUT027,Tier 3,Supermarket Type3,6775.1808
Others,162.621,OUT019,Tier 1,Grocery Store,815.605
Household,160.9552,OUT019,Tier 1,Grocery Store,162.4552
Frozen Foods,81.925,OUT045,Tier 2,Supermarket Type1,3079.325
Snack Foods,112.0544,OUT010,Tier 3,Grocery Store,223.7088
Frozen Foods,59.5246,OUT017,Tier 2,Supermarket Type1,810.9444
Breads,95.7068,OUT049,Tier 1,Supermarket Type1,1166.4816
Baking Goods,187.124,OUT027,Tier 3,Supermarket Type3,3728.48
Household,261.691,OUT046,Tier 1,Supermarket Type1,3155.892
Meat,149.9366,OUT046,Tier 1,Supermarket Type1,1662.5026
Dairy,92.9436,OUT013,Tier 3,Supermarket Type1,2174.5028
Household,177.937,OUT018,Tier 3,Supermarket Type2,2293.681
Household,169.179,OUT049,Tier 1,Supermarket Type1,2037.348
Snack Foods,98.77,OUT013,Tier 3,Supermarket Type1,1697.79
Hard Drinks,187.6872,OUT045,Tier 2,Supermarket Type1,2836.308
Dairy,157.4288,OUT045,Tier 2,Supermarket Type1,2042.6744
Meat,133.7942,OUT013,Tier 3,Supermarket Type1,2384.8956
Canned,106.628,OUT018,Tier 3,Supermarket Type2,639.168
Dairy,180.4292,OUT027,Tier 3,Supermarket Type3,4013.4424
Health and Hygiene,193.4162,OUT017,Tier 2,Supermarket Type1,2116.5782
Fruits and Vegetables,74.3012,OUT045,Tier 2,Supermarket Type1,1669.8264
Dairy,154.934,OUT046,Tier 1,Supermarket Type1,1225.072
Soft Drinks,172.8738,OUT027,Tier 3,Supermarket Type3,3649.2498
Baking Goods,206.8296,OUT045,Tier 2,Supermarket Type1,4154.592
Household,234.9958,OUT027,Tier 3,Supermarket Type3,13086.9648
Soft Drinks,42.377,OUT045,Tier 2,Supermarket Type1,1211.756
Baking Goods,101.4332,OUT045,Tier 2,Supermarket Type1,1948.1308
Household,245.2802,OUT027,Tier 3,Supermarket Type3,10072.8882
Hard Drinks,116.0834,OUT018,Tier 3,Supermarket Type2,1267.0174
Health and Hygiene,120.944,OUT018,Tier 3,Supermarket Type2,2037.348
Canned,79.6644,OUT018,Tier 3,Supermarket Type2,1571.288
Fruits and Vegetables,165.85,OUT045,Tier 2,Supermarket Type1,1830.95
Health and Hygiene,93.4436,OUT013,Tier 3,Supermarket Type1,1701.7848
Health and Hygiene,140.8838,OUT049,Tier 1,Supermarket Type1,2247.7408
Others,153.434,OUT045,Tier 2,Supermarket Type1,3981.484
Fruits and Vegetables,119.9414,OUT046,Tier 1,Supermarket Type1,1462.0968
Fruits and Vegetables,173.8422,OUT018,Tier 3,Supermarket Type2,3448.844
Health and Hygiene,108.128,OUT017,Tier 2,Supermarket Type1,1065.28
Fruits and Vegetables,220.8772,OUT045,Tier 2,Supermarket Type1,4225.1668
Frozen Foods,259.7304,OUT018,Tier 3,Supermarket Type2,3616.6256
Others,242.3538,OUT035,Tier 2,Supermarket Type1,5287.7836
Snack Foods,127.1704,OUT046,Tier 1,Supermarket Type1,3004.0896
Meat,110.8544,OUT010,Tier 3,Grocery Store,111.8544
Canned,213.7902,OUT046,Tier 1,Supermarket Type1,1274.3412
Frozen Foods,34.9558,OUT027,Tier 3,Supermarket Type3,1120.5414
Canned,118.4124,OUT045,Tier 2,Supermarket Type1,3199.8348
Baking Goods,79.0618,OUT045,Tier 2,Supermarket Type1,1208.427
Fruits and Vegetables,130.3968,OUT049,Tier 1,Supermarket Type1,3523.4136
Dairy,264.5226,OUT049,Tier 1,Supermarket Type1,3436.1938
Breads,162.6552,OUT027,Tier 3,Supermarket Type3,5685.932
Snack Foods,172.0422,OUT019,Tier 1,Grocery Store,517.3266
Snack Foods,123.9704,OUT010,Tier 3,Grocery Store,375.5112
Baking Goods,37.2848,OUT049,Tier 1,Supermarket Type1,745.696
Baking Goods,107.128,OUT019,Tier 1,Grocery Store,319.584
Frozen Foods,72.2038,OUT017,Tier 2,Supermarket Type1,886.8456
Household,101.8016,OUT046,Tier 1,Supermarket Type1,1720.4272
Fruits and Vegetables,164.2526,OUT027,Tier 3,Supermarket Type3,3946.8624
Snack Foods,256.3672,OUT019,Tier 1,Grocery Store,255.6672
Meat,196.311,OUT046,Tier 1,Supermarket Type1,589.233
Soft Drinks,181.7634,OUT013,Tier 3,Supermarket Type1,2544.6876
Frozen Foods,177.966,OUT049,Tier 1,Supermarket Type1,3415.554
Household,210.727,OUT035,Tier 2,Supermarket Type1,4194.54
Health and Hygiene,114.4492,OUT018,Tier 3,Supermarket Type2,579.246
Breads,33.3558,OUT046,Tier 1,Supermarket Type1,848.895
Snack Foods,133.0626,OUT049,Tier 1,Supermarket Type1,1573.9512
Frozen Foods,91.6804,OUT027,Tier 3,Supermarket Type3,3858.9768
Fruits and Vegetables,90.5514,OUT027,Tier 3,Supermarket Type3,2036.6822
Canned,84.9224,OUT018,Tier 3,Supermarket Type2,1278.336
Dairy,246.2802,OUT018,Tier 3,Supermarket Type2,1228.401
Fruits and Vegetables,49.9324,OUT035,Tier 2,Supermarket Type1,259.662
Fruits and Vegetables,129.6968,OUT017,Tier 2,Supermarket Type1,1174.4712
Dairy,105.6306,OUT017,Tier 2,Supermarket Type1,627.1836
Household,178.237,OUT027,Tier 3,Supermarket Type3,7939.665
Meat,60.4562,OUT035,Tier 2,Supermarket Type1,1125.8678
Meat,120.9756,OUT027,Tier 3,Supermarket Type3,2787.0388
Fruits and Vegetables,127.2678,OUT046,Tier 1,Supermarket Type1,2416.1882
Household,59.2588,OUT049,Tier 1,Supermarket Type1,916.1408
Baking Goods,186.5924,OUT013,Tier 3,Supermarket Type1,2591.2936
Baking Goods,95.012,OUT049,Tier 1,Supermarket Type1,2050.664
Snack Foods,122.2098,OUT046,Tier 1,Supermarket Type1,1205.098
Meat,48.8376,OUT013,Tier 3,Supermarket Type1,287.6256
Canned,174.1422,OUT010,Tier 3,Grocery Store,517.3266
Canned,117.0834,OUT018,Tier 3,Supermarket Type2,1842.9344
Dairy,145.8128,OUT013,Tier 3,Supermarket Type1,1725.7536
Snack Foods,100.1042,OUT017,Tier 2,Supermarket Type1,1289.6546
Meat,153.6682,OUT018,Tier 3,Supermarket Type2,1829.6184
Baking Goods,79.2328,OUT010,Tier 3,Grocery Store,154.4656
Others,238.3538,OUT045,Tier 2,Supermarket Type1,2163.1842
Baking Goods,164.95,OUT027,Tier 3,Supermarket Type3,4161.25
Snack Foods,82.9908,OUT035,Tier 2,Supermarket Type1,1258.362
Canned,183.8266,OUT049,Tier 1,Supermarket Type1,1844.266
Fruits and Vegetables,173.6422,OUT013,Tier 3,Supermarket Type1,517.3266
Dairy,219.3482,OUT045,Tier 2,Supermarket Type1,8323.8316
